Day of Epi Dt,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Cases dynamic1,Cases dynamic2,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
9-Sep-20,"1,280","1,280","1,280",9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,746",91,"1,837"
10-Sep-20,"1,368","1,368",,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,86,"1,637",86,"1,723"
10-Sep-20,"1,368","1,368",,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,"9,568","1,637",,"1,637",86,"1,723"
10-Sep-20,"1,368","1,368","1,368",9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,637",86,"1,723"
11-Sep-20,"1,451","1,451",,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,114,"1,592",114,"1,706"
11-Sep-20,"1,451","1,451",,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,"9,568","1,592",,"1,592",114,"1,706"
11-Sep-20,"1,451","1,451","1,451",9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,592",114,"1,706"
12-Sep-20,"1,509","1,509",,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,55,"1,219",55,"1,274"
12-Sep-20,"1,509","1,509",,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,"9,568","1,219",,"1,219",55,"1,274"
12-Sep-20,"1,509","1,509","1,509",9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,219",55,"1,274"
13-Sep-20,"1,560","1,560",,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,47,"1,201",47,"1,248"
13-Sep-20,"1,560","1,560",,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,"9,568","1,201",,"1,201",47,"1,248"
13-Sep-20,"1,560","1,560","1,560",9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,201",47,"1,248"
14-Sep-20,"1,725","1,725",,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,114,"2,213",114,"2,327"
14-Sep-20,"1,725","1,725",,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,"9,568","2,213",,"2,213",114,"2,327"
14-Sep-20,"1,725","1,725","1,725",9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,213",114,"2,327"
15-Sep-20,"1,764","1,764",,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,118,"2,120",118,"2,238"
15-Sep-20,"1,764","1,764",,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,"9,568","2,120",,"2,120",118,"2,238"
15-Sep-20,"1,764","1,764","1,764",9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,120",118,"2,238"
16-Sep-20,"1,847","1,847",,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,129,"2,284",129,"2,413"
16-Sep-20,"1,847","1,847",,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,"9,568","2,284",,"2,284",129,"2,413"
16-Sep-20,"1,847","1,847","1,847",9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,284",129,"2,413"
17-Sep-20,"1,904","1,904",,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,112,"2,015",112,"2,127"
17-Sep-20,"1,904","1,904",,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,"9,568","2,015",,"2,015",112,"2,127"
17-Sep-20,"1,904","1,904","1,904",9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,015",112,"2,127"
18-Sep-20,"1,952","1,952",,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,139,"1,898",139,"2,037"
18-Sep-20,"1,952","1,952",,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,"9,568","1,898",,"1,898",139,"2,037"
18-Sep-20,"1,952","1,952","1,952",9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,898",139,"2,037"
19-Sep-20,"1,997","1,997",,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,67,"1,528",67,"1,595"
19-Sep-20,"1,997","1,997",,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,"9,568","1,528",,"1,528",67,"1,595"
19-Sep-20,"1,997","1,997","1,997",9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,528",67,"1,595"
20-Sep-20,"2,032","2,032",,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,56,"1,434",56,"1,490"
20-Sep-20,"2,032","2,032",,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,"9,568","1,434",,"1,434",56,"1,490"
20-Sep-20,"2,032","2,032","2,032",9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,434",56,"1,490"
21-Sep-20,"2,109","2,109",,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,146,"2,720",146,"2,866"
21-Sep-20,"2,109","2,109",,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,"9,568","2,720",,"2,720",146,"2,866"
21-Sep-20,"2,109","2,109","2,109",9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,720",146,"2,866"
22-Sep-20,"2,178","2,178",,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,108,"2,614",108,"2,722"
22-Sep-20,"2,178","2,178",,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,"9,568","2,614",,"2,614",108,"2,722"
22-Sep-20,"2,178","2,178","2,178",9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,614",108,"2,722"
23-Sep-20,"2,299","2,299",,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,104,"3,155",104,"3,259"
23-Sep-20,"2,299","2,299",,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,"9,568","3,155",,"3,155",104,"3,259"
23-Sep-20,"2,299","2,299","2,299",9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,155",104,"3,259"
24-Sep-20,"2,363","2,363",,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,101,"2,476",101,"2,577"
24-Sep-20,"2,363","2,363",,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,"9,568","2,476",,"2,476",101,"2,577"
24-Sep-20,"2,363","2,363","2,363",9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,476",101,"2,577"
25-Sep-20,"2,430","2,430",,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,92,"2,415",92,"2,507"
25-Sep-20,"2,430","2,430",,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,"9,568","2,415",,"2,415",92,"2,507"
25-Sep-20,"2,430","2,430","2,430",9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,415",92,"2,507"
26-Sep-20,"2,474","2,474",,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,70,"1,832",70,"1,902"
26-Sep-20,"2,474","2,474",,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,"9,568","1,832",,"1,832",70,"1,902"
26-Sep-20,"2,474","2,474","2,474",9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,832",70,"1,902"
27-Sep-20,"2,500","2,500",,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,64,"1,607",64,"1,671"
27-Sep-20,"2,500","2,500",,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,"9,568","1,607",,"1,607",64,"1,671"
27-Sep-20,"2,500","2,500","2,500",9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,607",64,"1,671"
28-Sep-20,"2,579","2,579",,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,132,"3,289",132,"3,421"
28-Sep-20,"2,579","2,579",,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,"9,568","3,289",,"3,289",132,"3,421"
28-Sep-20,"2,579","2,579","2,579",9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,289",132,"3,421"
29-Sep-20,"2,594","2,594",,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,103,"2,720",103,"2,823"
29-Sep-20,"2,594","2,594",,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,"9,568","2,720",,"2,720",103,"2,823"
29-Sep-20,"2,594","2,594","2,594",9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,720",103,"2,823"
30-Sep-20,"2,556","2,556",,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,98,"2,893",98,"2,991"
30-Sep-20,"2,556","2,556",,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,"9,568","2,893",,"2,893",98,"2,991"
30-Sep-20,"2,556","2,556","2,556",10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,893",98,"2,991"
1-Oct-20,"2,597","2,597",,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,109,"2,759",109,"2,868"
1-Oct-20,"2,597","2,597",,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,"9,568","2,759",,"2,759",109,"2,868"
1-Oct-20,"2,597","2,597","2,597",10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,759",109,"2,868"
2-Oct-20,"2,627","2,627",,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,124,"2,593",124,"2,717"
2-Oct-20,"2,627","2,627",,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,"9,568","2,593",,"2,593",124,"2,717"
2-Oct-20,"2,627","2,627","2,627",10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,593",124,"2,717"
3-Oct-20,"2,654","2,654",,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,76,"2,016",76,"2,092"
3-Oct-20,"2,654","2,654",,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,"9,568","2,016",,"2,016",76,"2,092"
3-Oct-20,"2,654","2,654","2,654",10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,016",76,"2,092"
4-Oct-20,"2,692","2,692",,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,85,"1,848",85,"1,933"
4-Oct-20,"2,692","2,692",,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,"9,568","1,848",,"1,848",85,"1,933"
4-Oct-20,"2,692","2,692","2,692",10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"1,848",85,"1,933"
5-Oct-20,"2,730","2,730",,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,163,"3,524",163,"3,687"
5-Oct-20,"2,730","2,730",,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,"9,568","3,524",,"3,524",163,"3,687"
5-Oct-20,"2,730","2,730","2,730",10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,524",163,"3,687"
6-Oct-20,"2,864","2,864",,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,168,"3,594",168,"3,762"
6-Oct-20,"2,864","2,864",,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,"9,568","3,594",,"3,594",168,"3,762"
6-Oct-20,"2,864","2,864","2,864",10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,594",168,"3,762"
7-Oct-20,"2,968","2,968",,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,177,"3,545",177,"3,722"
7-Oct-20,"2,968","2,968",,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,"9,568","3,545",,"3,545",177,"3,722"
7-Oct-20,"2,968","2,968","2,968",10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,545",177,"3,722"
8-Oct-20,"3,064","3,064",,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,181,"3,355",181,"3,536"
8-Oct-20,"3,064","3,064",,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,"9,568","3,355",,"3,355",181,"3,536"
8-Oct-20,"3,064","3,064","3,064",10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,355",181,"3,536"
9-Oct-20,"3,172","3,172",,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,200,"3,278",200,"3,478"
9-Oct-20,"3,172","3,172",,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,"9,568","3,278",,"3,278",200,"3,478"
9-Oct-20,"3,172","3,172","3,172",10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,278",200,"3,478"
10-Oct-20,"3,233","3,233",,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,102,"2,417",102,"2,519"
10-Oct-20,"3,233","3,233",,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,"9,568","2,417",,"2,417",102,"2,519"
10-Oct-20,"3,233","3,233","3,233",10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,417",102,"2,519"
11-Oct-20,"3,299","3,299",,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,151,"2,239",151,"2,390"
11-Oct-20,"3,299","3,299",,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,"9,568","2,239",,"2,239",151,"2,390"
11-Oct-20,"3,299","3,299","3,299",10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,239",151,"2,390"
12-Oct-20,"3,397","3,397",,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,237,"4,135",237,"4,372"
12-Oct-20,"3,397","3,397",,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,"9,568","4,135",,"4,135",237,"4,372"
12-Oct-20,"3,397","3,397","3,397",10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,135",237,"4,372"
13-Oct-20,"3,416","3,416",,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,207,"3,688",207,"3,895"
13-Oct-20,"3,416","3,416",,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,"9,568","3,688",,"3,688",207,"3,895"
13-Oct-20,"3,416","3,416","3,416",10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,688",207,"3,895"
14-Oct-20,"3,448","3,448",,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,220,"3,727",220,"3,947"
14-Oct-20,"3,448","3,448",,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,"9,568","3,727",,"3,727",220,"3,947"
14-Oct-20,"3,448","3,448","3,448",10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,727",220,"3,947"
15-Oct-20,"3,495","3,495",,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,251,"3,619",251,"3,870"
15-Oct-20,"3,495","3,495",,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,"9,568","3,619",,"3,619",251,"3,870"
15-Oct-20,"3,495","3,495","3,495",10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,619",251,"3,870"
16-Oct-20,"3,531","3,531",,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,191,"3,539",191,"3,730"
16-Oct-20,"3,531","3,531",,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,"9,568","3,539",,"3,539",191,"3,730"
16-Oct-20,"3,531","3,531","3,531",10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,539",191,"3,730"
17-Oct-20,"3,542","3,542",,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,122,"2,471",122,"2,593"
17-Oct-20,"3,542","3,542",,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,"9,568","2,471",,"2,471",122,"2,593"
17-Oct-20,"3,542","3,542","3,542",10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,471",122,"2,593"
18-Oct-20,"3,567","3,567",,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,143,"2,424",143,"2,567"
18-Oct-20,"3,567","3,567",,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,"9,568","2,424",,"2,424",143,"2,567"
18-Oct-20,"3,567","3,567","3,567",10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"2,424",143,"2,567"
19-Oct-20,"3,660","3,660",,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,240,"4,780",240,"5,020"
19-Oct-20,"3,660","3,660",,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,"9,568","4,780",,"4,780",240,"5,020"
19-Oct-20,"3,660","3,660","3,660",10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,780",240,"5,020"
20-Oct-20,"3,793","3,793",,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,212,"4,616",212,"4,828"
20-Oct-20,"3,793","3,793",,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,"9,568","4,616",,"4,616",212,"4,828"
20-Oct-20,"3,793","3,793","3,793",10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,616",212,"4,828"
21-Oct-20,"3,937","3,937",,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,234,"4,718",234,"4,952"
21-Oct-20,"3,937","3,937",,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,"9,568","4,718",,"4,718",234,"4,952"
21-Oct-20,"3,937","3,937","3,937",10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,718",234,"4,952"
22-Oct-20,"4,053","4,053",,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,286,"4,398",286,"4,684"
22-Oct-20,"4,053","4,053",,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,"9,568","4,398",,"4,398",286,"4,684"
22-Oct-20,"4,053","4,053","4,053",10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,398",286,"4,684"
23-Oct-20,"4,188","4,188",,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,268,"4,405",268,"4,673"
23-Oct-20,"4,188","4,188",,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,"9,568","4,405",,"4,405",268,"4,673"
23-Oct-20,"4,188","4,188","4,188",10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,405",268,"4,673"
24-Oct-20,"4,304","4,304",,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,175,"3,233",175,"3,408"
24-Oct-20,"4,304","4,304",,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,"9,568","3,233",,"3,233",175,"3,408"
24-Oct-20,"4,304","4,304","4,304",10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,233",175,"3,408"
25-Oct-20,"4,396","4,396",,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,195,"3,014",195,"3,209"
25-Oct-20,"4,396","4,396",,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,"9,568","3,014",,"3,014",195,"3,209"
25-Oct-20,"4,396","4,396","4,396",10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"3,014",195,"3,209"
26-Oct-20,"4,585","4,585",,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,306,"6,036",306,"6,342"
26-Oct-20,"4,585","4,585",,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,"9,568","6,036",,"6,036",306,"6,342"
26-Oct-20,"4,585","4,585","4,585",10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"6,036",306,"6,342"
27-Oct-20,"4,781","4,781",,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,297,"5,906",297,"6,203"
27-Oct-20,"4,781","4,781",,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,"9,568","5,906",,"5,906",297,"6,203"
27-Oct-20,"4,781","4,781","4,781",10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"5,906",297,"6,203"
28-Oct-20,"4,963","4,963",,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,257,"5,967",257,"6,224"
28-Oct-20,"4,963","4,963",,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,"9,568","5,967",,"5,967",257,"6,224"
28-Oct-20,"4,963","4,963","4,963",10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"5,967",257,"6,224"
29-Oct-20,"5,131","5,131",,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,302,"5,556",302,"5,858"
29-Oct-20,"5,131","5,131",,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,"9,568","5,556",,"5,556",302,"5,858"
29-Oct-20,"5,131","5,131","5,131",10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"5,556",302,"5,858"
30-Oct-20,"5,305","5,305",,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,297,"5,595",297,"5,892"
30-Oct-20,"5,305","5,305",,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,"9,568","5,595",,"5,595",297,"5,892"
30-Oct-20,"5,305","5,305","5,305",10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"5,595",297,"5,892"
31-Oct-20,"5,433","5,433",,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,171,"4,133",171,"4,304"
31-Oct-20,"5,433","5,433",,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,"9,568","4,133",,"4,133",171,"4,304"
31-Oct-20,"5,433","5,433","5,433",11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,133",171,"4,304"
1-Nov-20,"5,626","5,626",,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,244,"4,317",244,"4,561"
1-Nov-20,"5,626","5,626",,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,"9,568","4,317",,"4,317",244,"4,561"
1-Nov-20,"5,626","5,626","5,626",11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,317",244,"4,561"
2-Nov-20,"5,952","5,952",,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,418,"8,209",418,"8,627"
2-Nov-20,"5,952","5,952",,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,"9,568","8,209",,"8,209",418,"8,627"
2-Nov-20,"5,952","5,952","5,952",11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"8,209",418,"8,627"
3-Nov-20,"6,239","6,239",,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,390,"7,821",390,"8,211"
3-Nov-20,"6,239","6,239",,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,"9,568","7,821",,"7,821",390,"8,211"
3-Nov-20,"6,239","6,239","6,239",11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"7,821",390,"8,211"
4-Nov-20,"6,507","6,507",,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,379,"7,722",379,"8,101"
4-Nov-20,"6,507","6,507",,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,"9,568","7,722",,"7,722",379,"8,101"
4-Nov-20,"6,507","6,507","6,507",11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"7,722",379,"8,101"
5-Nov-20,"6,768","6,768",,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,428,"7,252",428,"7,680"
5-Nov-20,"6,768","6,768",,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,"9,568","7,252",,"7,252",428,"7,680"
5-Nov-20,"6,768","6,768","6,768",11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"7,252",428,"7,680"
6-Nov-20,"7,039","7,039",,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,409,"7,383",409,"7,792"
6-Nov-20,"7,039","7,039",,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,"9,568","7,383",,"7,383",409,"7,792"
6-Nov-20,"7,039","7,039","7,039",11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"7,383",409,"7,792"
7-Nov-20,"7,199","7,199",,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,292,"5,134",292,"5,426"
7-Nov-20,"7,199","7,199",,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,"9,568","5,134",,"5,134",292,"5,426"
7-Nov-20,"7,199","7,199","7,199",11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"5,134",292,"5,426"
8-Nov-20,"7,219","7,219",,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,276,"4,426",276,"4,702"
8-Nov-20,"7,219","7,219",,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,"9,568","4,426",,"4,426",276,"4,702"
8-Nov-20,"7,219","7,219","7,219",11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"4,426",276,"4,702"
9-Nov-20,"7,354","7,354",,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,632,"8,936",632,"9,568"
9-Nov-20,"7,354","7,354",,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,"9,568","8,936",,"8,936",632,"9,568"
9-Nov-20,"7,354","7,354","7,354",11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"8,936",632,"9,568"
10-Nov-20,"7,371","7,371",,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,520,"7,812",520,"8,332"
10-Nov-20,"7,371","7,371",,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,"9,568","7,812",,"7,812",520,"8,332"
10-Nov-20,"7,371","7,371","7,371",11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"7,812",520,"8,332"
11-Nov-20,"7,193","7,193",,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,733,"6,118",733,"6,851"
11-Nov-20,"7,193","7,193",,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,"9,568","6,118",,"6,118",733,"6,851"
11-Nov-20,"7,193","7,193","7,193",11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,"9,568",,,"6,118",733,"6,851"
12-Nov-20,"7,143","7,143",,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,"9,568",,738,"6,597",738,"7,335"
